date,population,uncertainty
2016,268737.125,20416.89453125
2017,298043.53125,50021.390625
2018,304833.8125,20205.53515625
2019,331175.0625,29113.099609375
2020,336653.0,36761.546875
2021,325918.65625,24279.6171875
2022,349418.40625,32071.330078125
2023,337971.71875,31072.224609375
2024,346068.59375,26503.37109375
2025,315066.28125,26353.390625
