date,population,uncertainty
2016,4868.7255859375,516.94921875
2017,7667.4326171875,3228.12744140625
2018,7533.1220703125,121.27520751953125
2019,7067.6767578125,2404.2705078125
2020,8521.06640625,6272.7890625
2021,8351.544921875,589.8305053710938
2022,6925.4521484375,1000.8648681640625
2023,7076.82177734375,1543.659423828125
2024,9239.09765625,1537.0303955078125
2025,9434.91015625,1787.3341064453125
