date,population,uncertainty
2016,826.1458740234375,153.16920471191406
2017,3019.0205078125,3935.308349609375
2018,1182.54931640625,269.5628662109375
2019,2644.561279296875,4884.7919921875
2020,2333.970703125,1353.5789794921875
2021,4026.516357421875,8522.4892578125
2022,7549.66015625,5508.1435546875
2023,20460.052734375,8029.51953125
2024,28478.822265625,10400.6337890625
2025,26168.15234375,11850.5263671875
